J. Date,date,week,observer,site,S. time,E. time,duration,S. % sun,E. % sun,S. wind,E. wind,S. temp,E. temp,total,individual,section,gender,behavior,nectar plant,species,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,E-F,,9,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,2,,BLACK,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,F-G,,9,,DW/CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,DW/CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,G-H,,9,,DW/CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,DW/CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,DW/CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,H-I,,9,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,5,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,I-J,,5,,DW/CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,DW/CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,DW/CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,DW/CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,J-K,,9,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,SULF,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,2,,SULF,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,K-L,,9,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,SULF,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,SULF,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,2,,SULF,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,L-M,,9,,DW/CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,DW/CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,DW/CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,DW/CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,DW/CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,DW/CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,DW/CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,DW/CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,DW/CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,DW/CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,DW/CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,DW/CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,DW/CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,DW/CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,DW/CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,DW/CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,DW/CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,DW/CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,DW/CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,DW/CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,DW/CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,DW/CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,DW/CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,DW/CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,4,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,5,,DW/CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,M-N,,5,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,5,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,BLUE/AZ,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,2,,CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,CW,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,,,9,,SULF,,
2021124,5/4/2021,1,KT,B12A,1353,1432,,3,1,2,3,,,,,N-O,,9,,CW,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,A-B,,9,,CW,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,B-C,,9,,CW,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,BLUE/AZ,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,BLUE/AZ,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,C-D,,9,,BLUE/AZ,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,DW/CW,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,CW,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,D-E,,9,,PC,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,BLUE/AZ,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,E-F,,,,NONE,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,F-G,,5,,DW/CW,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,BLUE/AZ,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,G-H,,9,,PC,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,2,,ETS,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,DW/CW,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,H-I,,9,,CW,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,SULF,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,SULF,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,I-J,,,,NONE,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,J-K,,9,,CW,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,K-L,,,,NONE,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,L-M,,9,,BLUE/AZ,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,M-N,,9,,PC,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,N-O,,9,,BLUE/AZ,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,BLUE/AZ,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,DW/CW,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,DW/CW,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,O-P,,5,,DW/CW,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,DW/CW,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,P-Q,,9,,SSS,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,BLUE/AZ,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,5,,PC,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,Q-R,,9,,BLUE/AZ,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,BLUE/AZ,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,2,,SULF,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,SULF,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,DW/CW,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,DW/CW,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,5,,DW/CW,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,R-S,,9,,DW/CW,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,3,PHOTO,PC,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,S-T,,9,,BLUE/AZ,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,BLUE/AZ,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,SULF,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,T-U,,9,,PC,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,DW/CW,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,U-V,,9,,PC,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,KT,C4,1302,1330,,3,2,3,3,,,,,,,9,,PC,,
2021124,5/4/2021,1,EM,D1,1229,1258,,3,3,1,3,,,,,A-B,,,,NONE,,
2021124,5/4/2021,1,EM,D1,1229,1258,,3,3,1,3,,,,,B-C,,9,,BLUE/AZ,,
2021124,5/4/2021,1,EM,D1,1229,1258,,3,3,1,3,,,,,C-D,,5,,SSS,,
2021124,5/4/2021,1,EM,D1,1229,1258,,3,3,1,3,,,,,D-E,,,,NONE,,
2021124,5/4/2021,1,EM,D1,1229,1258,,3,3,1,3,,,,,E-F,,,,NONE,,
2021124,5/4/2021,1,EM,D1,1229,1258,,3,3,1,3,,,,,F-G,,,,NONE,,
2021124,5/4/2021,1,EM,D1,1229,1258,,3,3,1,3,,,,,G-H,,,,NONE,,
2021124,5/4/2021,1,EM,D1,1229,1258,,3,3,1,3,,,,,H-I,,9,,DW/CW,,
2021124,5/4/2021,1,EM,D1,1229,1258,,3,3,1,3,,,,,,,9,,BLUE/AZ,,
2021124,5/4/2021,1,EM,D1,1229,1258,,3,3,1,3,,,,,,,9,,BLUE/AZ,,
2021124,5/4/2021,1,EM,D1,1229,1258,,3,3,1,3,,,,,I-J,,,,NONE,,
2021124,5/4/2021,1,EM,D1,1229,1258,,3,3,1,3,,,,,J-K,,2,,SSS,,
2021124,5/4/2021,1,EM,D1,1229,1258,,3,3,1,3,,,,,,,9,,BLUE/AZ,,
2021124,5/4/2021,1,EM,D1,1229,1258,,3,3,1,3,,,,,K-L,,9,,ACOP,,
2021124,5/4/2021,1,EM,D1,1229,1258,,3,3,1,3,,,,,L-M,,9,,SULF,,
2021124,5/4/2021,1,EM,D1,1229,1258,,3,3,1,3,,,,,M-N,,2,,SULF,,
2021124,5/4/2021,1,EM,D1,1229,1258,,3,3,1,3,,,,,N-O,,9,,ACOP,,
2021124,5/4/2021,1,EM,D1,1229,1258,,3,3,1,3,,,,,,,9,,BLUE/AZ,,
2021124,5/4/2021,1,EM,D1,1229,1258,,3,3,1,3,,,,,,,5,,SULF,,
2021124,5/4/2021,1,EM,D1,1229,1258,,3,3,1,3,,,,,O-P,,9,,BLUE/AZ,,
2021124,5/4/2021,1,EM,D1,1229,1258,,3,3,1,3,,,,,P-Q,,9,,SBS,,
